"NSDUH_data.ID" "NSDUH_data.NEWRACE" "NSDUH_data.NEWRACE2"
"36059" 36059 1 1
"36060" 36060 1 1
"36061" 36061 1 1
"36062" 36062 5 5
"36063" 36063 1 1
"36064" 36064 2 2
"36065" 36065 7 7
"36066" 36066 1 1
"36067" 36067 1 1
"36068" 36068 1 1
"36069" 36069 1 1
"36070" 36070 1 1
"36071" 36071 1 1
"36072" 36072 1 1
"36073" 36073 1 1
"36074" 36074 1 1
"36075" 36075 1 1
"36076" 36076 2 2
"36077" 36077 3 3
"36078" 36078 1 1
"36079" 36079 1 1
"36080" 36080 1 1
"36081" 36081 1 1
"36082" 36082 1 1
"36083" 36083 1 1
"36084" 36084 1 1
"36085" 36085 2 2
"36086" 36086 7 7
"36087" 36087 1 1
"36088" 36088 7 7
"36089" 36089 1 1
"36090" 36090 1 1
"36091" 36091 1 1
"36092" 36092 7 7
"36093" 36093 2 2
"36094" 36094 7 7
"36095" 36095 1 1
"36096" 36096 1 1
"36097" 36097 1 1
"36098" 36098 7 7
"36099" 36099 2 2
"36100" 36100 1 1
"36101" 36101 1 1
"36102" 36102 1 1
"36103" 36103 1 1
"36104" 36104 7 7
"36105" 36105 7 7
"36106" 36106 1 1
"36107" 36107 7 7
"36108" 36108 1 1
"36109" 36109 4 4
"36110" 36110 1 1
"36111" 36111 1 1
"36112" 36112 1 1
"36113" 36113 2 2
"36114" 36114 1 1
"36115" 36115 7 7
"36116" 36116 3 3
"36117" 36117 1 1
"36118" 36118 1 1
"36119" 36119 5 5
"36120" 36120 1 1
"36121" 36121 7 7
"36122" 36122 1 1
"36123" 36123 7 7
"36124" 36124 1 1
"36125" 36125 1 1
"36126" 36126 1 1
"36127" 36127 7 7
"36128" 36128 1 1
"36129" 36129 7 7
"36130" 36130 1 1
"36131" 36131 1 1
"36132" 36132 1 1
"36133" 36133 7 7
"36134" 36134 2 2
"36135" 36135 1 1
"36136" 36136 1 1
"36137" 36137 2 2
"36138" 36138 5 5
"36139" 36139 7 7
"36140" 36140 1 1
"36141" 36141 5 5
"36142" 36142 1 1
"36143" 36143 6 6
"36144" 36144 7 7
"36145" 36145 1 1
"36146" 36146 1 1
"36147" 36147 2 2
"36148" 36148 1 1
"36149" 36149 1 1
"36150" 36150 2 2
"36151" 36151 1 1
"36152" 36152 6 6
"36153" 36153 1 1
"36154" 36154 7 7
"36155" 36155 1 1
"36156" 36156 1 1
"36157" 36157 1 1
"36158" 36158 1 1
"36159" 36159 1 1
"36160" 36160 1 1
"36161" 36161 1 1
"36162" 36162 1 1
"36163" 36163 1 1
"36164" 36164 1 1
"36165" 36165 6 6
"36166" 36166 5 5
"36167" 36167 7 7
"36168" 36168 1 1
"36169" 36169 1 1
"36170" 36170 7 7
"36171" 36171 7 7
"36172" 36172 3 3
"36173" 36173 7 7
"36174" 36174 1 1
"36175" 36175 2 2
"36176" 36176 2 2
"36177" 36177 1 1
"36178" 36178 7 7
"36179" 36179 1 1
"36180" 36180 7 7
"36181" 36181 2 2
"36182" 36182 2 2
"36183" 36183 1 1
"36184" 36184 2 2
"36185" 36185 1 1
"36186" 36186 7 7
"36187" 36187 1 1
"36188" 36188 5 5
"36189" 36189 1 1
"36190" 36190 5 5
"36191" 36191 5 5
"36192" 36192 7 7
"36193" 36193 1 1
"36194" 36194 1 1
"36195" 36195 1 1
"36196" 36196 3 3
"36197" 36197 7 7
"36198" 36198 1 1
"36199" 36199 7 7
"36200" 36200 1 1
"36201" 36201 1 1
"36202" 36202 1 1
"36203" 36203 1 1
"36204" 36204 6 6
"36205" 36205 4 4
"36206" 36206 1 1
"36207" 36207 2 2
"36208" 36208 1 1
"36209" 36209 2 2
"36210" 36210 1 1
"36211" 36211 7 7
"36212" 36212 5 5
"36213" 36213 1 1
"36214" 36214 1 1
"36215" 36215 2 2
"36216" 36216 1 1
"36217" 36217 1 1
"36218" 36218 2 2
"36219" 36219 1 1
"36220" 36220 1 1
"36221" 36221 7 7
"36222" 36222 1 1
"36223" 36223 1 1
"36224" 36224 1 1
"36225" 36225 1 1
"36226" 36226 7 7
"36227" 36227 2 2
"36228" 36228 1 1
"36229" 36229 1 1
"36230" 36230 5 5
"36231" 36231 1 1
"36232" 36232 1 1
"36233" 36233 1 1
"36234" 36234 1 1
"36235" 36235 1 1
"36236" 36236 1 1
"36237" 36237 6 6
"36238" 36238 1 1
"36239" 36239 5 5
"36240" 36240 1 1
"36241" 36241 1 1
"36242" 36242 7 7
"36243" 36243 2 2
"36244" 36244 1 1
"36245" 36245 2 2
"36246" 36246 7 7
"36247" 36247 1 1
"36248" 36248 1 1
"36249" 36249 1 1
"36250" 36250 7 7
"36251" 36251 1 1
"36252" 36252 1 1
"36253" 36253 6 6
"36254" 36254 1 1
"36255" 36255 1 1
"36256" 36256 1 1
"36257" 36257 1 1
"36258" 36258 7 7
"36259" 36259 1 1
"36260" 36260 1 1
"36261" 36261 1 1
"36262" 36262 1 1
"36263" 36263 1 1
"36264" 36264 6 6
"36265" 36265 1 1
"36266" 36266 1 1
"36267" 36267 1 1
"36268" 36268 1 1
"36269" 36269 1 1
"36270" 36270 6 6
"36271" 36271 7 7
"36272" 36272 1 1
"36273" 36273 5 5
"36274" 36274 6 6
"36275" 36275 1 1
"36276" 36276 1 1
"36277" 36277 2 2
"36278" 36278 7 7
"36279" 36279 2 2
"36280" 36280 1 1
"36281" 36281 7 7
"36282" 36282 1 1
"36283" 36283 7 7
"36284" 36284 1 1
"36285" 36285 1 1
"36286" 36286 2 2
"36287" 36287 1 1
"36288" 36288 1 1
"36289" 36289 7 7
"36290" 36290 1 1
"36291" 36291 7 7
"36292" 36292 2 2
"36293" 36293 7 7
"36294" 36294 1 1
"36295" 36295 5 5
"36296" 36296 1 1
"36297" 36297 1 1
"36298" 36298 7 7
"36299" 36299 2 2
"36300" 36300 1 1
"36301" 36301 1 1
"36302" 36302 1 1
"36303" 36303 1 1
"36304" 36304 5 5
"36305" 36305 1 1
"36306" 36306 1 1
"36307" 36307 7 7
"36308" 36308 2 2
"36309" 36309 1 1
"36310" 36310 1 1
"36311" 36311 7 7
"36312" 36312 1 1
"36313" 36313 1 1
"36314" 36314 1 1
"36315" 36315 1 1
"36316" 36316 7 7
"36317" 36317 7 7
"36318" 36318 1 1
"36319" 36319 1 1
"36320" 36320 1 1
"36321" 36321 7 7
"36322" 36322 2 2
"36323" 36323 7 7
"36324" 36324 2 2
"36325" 36325 7 7
"36326" 36326 7 7
"36327" 36327 1 1
"36328" 36328 1 1
"36329" 36329 6 6
"36330" 36330 1 1
"36331" 36331 1 1
"36332" 36332 1 1
"36333" 36333 1 1
"36334" 36334 6 6
"36335" 36335 2 2
"36336" 36336 7 7
"36337" 36337 6 6
"36338" 36338 2 2
"36339" 36339 1 1
"36340" 36340 7 7
"36341" 36341 7 7
"36342" 36342 1 1
"36343" 36343 1 1
"36344" 36344 2 2
"36345" 36345 1 1
"36346" 36346 7 7
"36347" 36347 1 1
"36348" 36348 1 1
"36349" 36349 7 7
"36350" 36350 1 1
"36351" 36351 1 1
"36352" 36352 1 1
"36353" 36353 1 1
"36354" 36354 1 1
"36355" 36355 7 7
"36356" 36356 7 7
"36357" 36357 1 1
"36358" 36358 1 1
"36359" 36359 7 7
"36360" 36360 1 1
"36361" 36361 7 7
"36362" 36362 2 2
"36363" 36363 1 1
"36364" 36364 6 6
"36365" 36365 2 2
"36366" 36366 1 1
"36367" 36367 1 1
"36368" 36368 1 1
"36369" 36369 1 1
"36370" 36370 5 5
"36371" 36371 4 4
"36372" 36372 7 7
"36373" 36373 7 7
"36374" 36374 2 2
"36375" 36375 2 2
"36376" 36376 1 1
"36377" 36377 1 1
"36378" 36378 7 7
"36379" 36379 1 1
"36380" 36380 1 1
"36381" 36381 1 1
"36382" 36382 7 7
"36383" 36383 1 1
"36384" 36384 2 2
"36385" 36385 1 1
"36386" 36386 7 7
"36387" 36387 2 2
"36388" 36388 2 2
"36389" 36389 2 2
"36390" 36390 1 1
"36391" 36391 7 7
"36392" 36392 1 1
"36393" 36393 2 2
"36394" 36394 2 2
"36395" 36395 1 1
"36396" 36396 1 1
"36397" 36397 7 7
"36398" 36398 7 7
"36399" 36399 7 7
"36400" 36400 1 1
"36401" 36401 1 1
"36402" 36402 2 2
"36403" 36403 1 1
"36404" 36404 7 7
"36405" 36405 1 1
"36406" 36406 2 2
"36407" 36407 1 1
"36408" 36408 7 7
"36409" 36409 1 1
"36410" 36410 1 1
"36411" 36411 1 1
"36412" 36412 5 5
"36413" 36413 1 1
"36414" 36414 1 1
"36415" 36415 1 1
"36416" 36416 7 7
"36417" 36417 7 7
"36418" 36418 7 7
"36419" 36419 1 1
"36420" 36420 1 1
"36421" 36421 7 7
"36422" 36422 1 1
"36423" 36423 7 7
"36424" 36424 1 1
"36425" 36425 1 1
"36426" 36426 5 5
"36427" 36427 1 1
"36428" 36428 1 1
"36429" 36429 5 5
"36430" 36430 7 7
"36431" 36431 1 1
"36432" 36432 1 1
"36433" 36433 1 1
"36434" 36434 2 2
"36435" 36435 1 1
"36436" 36436 7 7
"36437" 36437 2 2
"36438" 36438 6 6
"36439" 36439 2 2
"36440" 36440 1 1
"36441" 36441 5 5
"36442" 36442 2 2
"36443" 36443 7 7
"36444" 36444 2 2
"36445" 36445 6 6
"36446" 36446 1 1
"36447" 36447 1 1
"36448" 36448 7 7
"36449" 36449 6 6
"36450" 36450 1 1
"36451" 36451 1 1
"36452" 36452 1 1
"36453" 36453 7 7
"36454" 36454 1 1
"36455" 36455 1 1
"36456" 36456 1 1
"36457" 36457 1 1
"36458" 36458 2 2
"36459" 36459 1 1
"36460" 36460 1 1
"36461" 36461 1 1
"36462" 36462 7 7
"36463" 36463 7 7
"36464" 36464 2 2
"36465" 36465 1 1
"36466" 36466 5 5
"36467" 36467 7 7
"36468" 36468 5 5
"36469" 36469 1 1
"36470" 36470 7 7
"36471" 36471 1 1
"36472" 36472 2 2
"36473" 36473 5 5
"36474" 36474 1 1
"36475" 36475 7 7
"36476" 36476 1 1
"36477" 36477 5 5
"36478" 36478 1 1
"36479" 36479 1 1
"36480" 36480 1 1
"36481" 36481 1 1
"36482" 36482 1 1
"36483" 36483 1 1
"36484" 36484 1 1
"36485" 36485 4 4
"36486" 36486 2 2
"36487" 36487 7 7
"36488" 36488 1 1
"36489" 36489 1 1
"36490" 36490 1 1
"36491" 36491 7 7
"36492" 36492 7 7
"36493" 36493 1 1
"36494" 36494 1 1
"36495" 36495 6 6
"36496" 36496 7 7
"36497" 36497 7 7
"36498" 36498 7 7
"36499" 36499 1 1
"36500" 36500 2 2
"36501" 36501 6 6
"36502" 36502 1 1
"36503" 36503 6 6
"36504" 36504 1 1
"36505" 36505 1 1
"36506" 36506 2 2
"36507" 36507 1 1
"36508" 36508 1 1
"36509" 36509 1 1
"36510" 36510 6 6
"36511" 36511 1 1
"36512" 36512 1 1
"36513" 36513 1 1
"36514" 36514 2 2
"36515" 36515 1 1
"36516" 36516 1 1
"36517" 36517 1 1
"36518" 36518 2 2
"36519" 36519 3 3
"36520" 36520 1 1
"36521" 36521 1 1
"36522" 36522 5 5
"36523" 36523 5 5
"36524" 36524 6 6
"36525" 36525 7 7
"36526" 36526 7 7
"36527" 36527 2 2
"36528" 36528 1 1
"36529" 36529 1 1
"36530" 36530 1 1
"36531" 36531 1 1
"36532" 36532 1 1
"36533" 36533 1 1
"36534" 36534 1 1
"36535" 36535 5 5
"36536" 36536 1 1
"36537" 36537 7 7
"36538" 36538 6 6
"36539" 36539 2 2
"36540" 36540 1 1
"36541" 36541 3 3
"36542" 36542 2 2
"36543" 36543 1 1
"36544" 36544 7 7
"36545" 36545 7 7
"36546" 36546 1 1
"36547" 36547 1 1
"36548" 36548 7 7
"36549" 36549 1 1
"36550" 36550 1 1
"36551" 36551 1 1
"36552" 36552 5 5
"36553" 36553 7 7
"36554" 36554 1 1
"36555" 36555 7 7
"36556" 36556 2 2
"36557" 36557 2 2
"36558" 36558 1 1
"36559" 36559 1 1
"36560" 36560 7 7
"36561" 36561 1 1
"36562" 36562 7 7
"36563" 36563 1 1
"36564" 36564 7 7
"36565" 36565 1 1
"36566" 36566 2 2
"36567" 36567 1 1
"36568" 36568 1 1
"36569" 36569 1 1
"36570" 36570 1 1
"36571" 36571 1 1
"36572" 36572 2 2
"36573" 36573 1 1
"36574" 36574 1 1
"36575" 36575 7 7
"36576" 36576 1 1
"36577" 36577 1 1
"36578" 36578 1 1
"36579" 36579 1 1
"36580" 36580 1 1
"36581" 36581 7 7
"36582" 36582 1 1
"36583" 36583 2 2
"36584" 36584 6 6
"36585" 36585 6 6
"36586" 36586 1 1
"36587" 36587 1 1
"36588" 36588 1 1
"36589" 36589 1 1
"36590" 36590 2 2
"36591" 36591 2 2
"36592" 36592 1 1
"36593" 36593 1 1
"36594" 36594 7 7
"36595" 36595 7 7
"36596" 36596 1 1
"36597" 36597 7 7
"36598" 36598 1 1
"36599" 36599 2 2
"36600" 36600 1 1
"36601" 36601 6 6
"36602" 36602 7 7
"36603" 36603 1 1
"36604" 36604 2 2
"36605" 36605 7 7
"36606" 36606 2 2
"36607" 36607 7 7
"36608" 36608 7 7
"36609" 36609 1 1
"36610" 36610 5 5
"36611" 36611 1 1
"36612" 36612 1 1
"36613" 36613 1 1
"36614" 36614 7 7
"36615" 36615 1 1
"36616" 36616 7 7
"36617" 36617 1 1
"36618" 36618 1 1
"36619" 36619 2 2
"36620" 36620 6 6
"36621" 36621 1 1
"36622" 36622 1 1
"36623" 36623 7 7
"36624" 36624 2 2
"36625" 36625 1 1
"36626" 36626 2 2
"36627" 36627 1 1
"36628" 36628 1 1
"36629" 36629 1 1
"36630" 36630 2 2
"36631" 36631 1 1
"36632" 36632 1 1
"36633" 36633 7 7
"36634" 36634 1 1
"36635" 36635 1 1
"36636" 36636 1 1
"36637" 36637 1 1
"36638" 36638 1 1
"36639" 36639 7 7
"36640" 36640 2 2
"36641" 36641 2 2
"36642" 36642 6 6
"36643" 36643 1 1
"36644" 36644 1 1
"36645" 36645 1 1
"36646" 36646 1 1
"36647" 36647 4 4
"36648" 36648 1 1
"36649" 36649 1 1
"36650" 36650 3 3
"36651" 36651 1 1
"36652" 36652 2 2
"36653" 36653 1 1
"36654" 36654 1 1
"36655" 36655 1 1
"36656" 36656 2 2
"36657" 36657 1 1
"36658" 36658 7 7
"36659" 36659 1 1
"36660" 36660 2 2
"36661" 36661 1 1
"36662" 36662 1 1
"36663" 36663 7 7
"36664" 36664 1 1
"36665" 36665 1 1
"36666" 36666 1 1
"36667" 36667 7 7
"36668" 36668 2 2
"36669" 36669 5 5
"36670" 36670 1 1
"36671" 36671 1 1
"36672" 36672 6 6
"36673" 36673 1 1
"36674" 36674 1 1
"36675" 36675 1 1
"36676" 36676 7 7
"36677" 36677 7 7
"36678" 36678 7 7
"36679" 36679 1 1
"36680" 36680 1 1
"36681" 36681 1 1
"36682" 36682 7 7
"36683" 36683 1 1
"36684" 36684 5 5
"36685" 36685 5 5
"36686" 36686 1 1
"36687" 36687 7 7
"36688" 36688 2 2
"36689" 36689 1 1
"36690" 36690 1 1
"36691" 36691 3 3
"36692" 36692 2 2
"36693" 36693 3 3
"36694" 36694 2 2
"36695" 36695 1 1
"36696" 36696 1 1
"36697" 36697 7 7
"36698" 36698 7 7
"36699" 36699 1 1
"36700" 36700 7 7
"36701" 36701 1 1
"36702" 36702 1 1
"36703" 36703 7 7
"36704" 36704 1 1
"36705" 36705 1 1
"36706" 36706 1 1
"36707" 36707 6 6
"36708" 36708 1 1
"36709" 36709 1 1
"36710" 36710 2 2
"36711" 36711 1 1
"36712" 36712 1 1
"36713" 36713 1 1
"36714" 36714 1 1
"36715" 36715 7 7
"36716" 36716 1 1
"36717" 36717 1 1
"36718" 36718 5 5
"36719" 36719 7 7
"36720" 36720 6 6
"36721" 36721 1 1
"36722" 36722 3 3
"36723" 36723 1 1
"36724" 36724 1 1
"36725" 36725 5 5
"36726" 36726 1 1
"36727" 36727 1 1
"36728" 36728 1 1
"36729" 36729 3 3
"36730" 36730 1 1
"36731" 36731 1 1
"36732" 36732 1 1
"36733" 36733 2 2
"36734" 36734 2 2
"36735" 36735 2 2
"36736" 36736 1 1
"36737" 36737 1 1
"36738" 36738 5 5
"36739" 36739 5 5
"36740" 36740 1 1
"36741" 36741 6 6
"36742" 36742 7 7
"36743" 36743 2 2
"36744" 36744 1 1
"36745" 36745 6 6
"36746" 36746 1 1
"36747" 36747 1 1
"36748" 36748 1 1
"36749" 36749 6 6
"36750" 36750 7 7
"36751" 36751 1 1
"36752" 36752 1 1
"36753" 36753 1 1
"36754" 36754 1 1
"36755" 36755 1 1
"36756" 36756 2 2
"36757" 36757 2 2
"36758" 36758 1 1
"36759" 36759 1 1
"36760" 36760 3 3
"36761" 36761 2 2
"36762" 36762 1 1
"36763" 36763 1 1
"36764" 36764 1 1
"36765" 36765 2 2
"36766" 36766 2 2
"36767" 36767 5 5
"36768" 36768 1 1
"36769" 36769 2 2
"36770" 36770 7 7
"36771" 36771 2 2
"36772" 36772 6 6
"36773" 36773 5 5
"36774" 36774 7 7
"36775" 36775 1 1
"36776" 36776 1 1
"36777" 36777 1 1
"36778" 36778 1 1
"36779" 36779 1 1
"36780" 36780 1 1
"36781" 36781 1 1
"36782" 36782 1 1
"36783" 36783 1 1
"36784" 36784 7 7
"36785" 36785 7 7
"36786" 36786 1 1
"36787" 36787 7 7
"36788" 36788 4 4
"36789" 36789 1 1
"36790" 36790 1 1
"36791" 36791 5 5
"36792" 36792 2 2
"36793" 36793 2 2
"36794" 36794 2 2
"36795" 36795 1 1
"36796" 36796 1 1
"36797" 36797 1 1
"36798" 36798 1 1
"36799" 36799 2 2
"36800" 36800 1 1
"36801" 36801 1 1
"36802" 36802 1 1
"36803" 36803 1 1
"36804" 36804 1 1
"36805" 36805 5 5
"36806" 36806 1 1
"36807" 36807 1 1
"36808" 36808 7 7
"36809" 36809 5 5
"36810" 36810 7 7
"36811" 36811 1 1
"36812" 36812 1 1
"36813" 36813 1 1
"36814" 36814 1 1
"36815" 36815 6 6
"36816" 36816 1 1
"36817" 36817 5 5
"36818" 36818 1 1
"36819" 36819 1 1
"36820" 36820 1 1
"36821" 36821 7 7
"36822" 36822 1 1
"36823" 36823 7 7
"36824" 36824 7 7
"36825" 36825 1 1
"36826" 36826 7 7
"36827" 36827 1 1
"36828" 36828 2 2
"36829" 36829 2 2
"36830" 36830 1 1
"36831" 36831 1 1
"36832" 36832 1 1
"36833" 36833 7 7
"36834" 36834 1 1
"36835" 36835 1 1
"36836" 36836 1 1
"36837" 36837 1 1
"36838" 36838 2 2
"36839" 36839 1 1
"36840" 36840 1 1
"36841" 36841 1 1
"36842" 36842 2 2
"36843" 36843 7 7
"36844" 36844 7 7
"36845" 36845 2 2
"36846" 36846 1 1
"36847" 36847 7 7
"36848" 36848 1 1
"36849" 36849 7 7
"36850" 36850 1 1
"36851" 36851 7 7
"36852" 36852 1 1
"36853" 36853 7 7
"36854" 36854 2 2
"36855" 36855 1 1
"36856" 36856 1 1
"36857" 36857 2 2
"36858" 36858 1 1
"36859" 36859 1 1
"36860" 36860 7 7
"36861" 36861 2 2
"36862" 36862 1 1
"36863" 36863 7 7
"36864" 36864 1 1
"36865" 36865 1 1
"36866" 36866 7 7
"36867" 36867 1 1
"36868" 36868 2 2
"36869" 36869 1 1
"36870" 36870 1 1
"36871" 36871 7 7
"36872" 36872 2 2
"36873" 36873 1 1
"36874" 36874 1 1
"36875" 36875 1 1
"36876" 36876 5 5
"36877" 36877 7 7
"36878" 36878 1 1
"36879" 36879 2 2
"36880" 36880 1 1
"36881" 36881 1 1
"36882" 36882 1 1
"36883" 36883 1 1
"36884" 36884 1 1
"36885" 36885 7 7
"36886" 36886 1 1
"36887" 36887 7 7
"36888" 36888 1 1
"36889" 36889 1 1
"36890" 36890 1 1
"36891" 36891 1 1
"36892" 36892 1 1
"36893" 36893 7 7
"36894" 36894 3 3
"36895" 36895 6 6
"36896" 36896 1 1
"36897" 36897 7 7
"36898" 36898 7 7
"36899" 36899 7 7
"36900" 36900 1 1
"36901" 36901 1 1
"36902" 36902 2 2
"36903" 36903 7 7
"36904" 36904 1 1
"36905" 36905 1 1
"36906" 36906 1 1
"36907" 36907 7 7
"36908" 36908 7 7
"36909" 36909 1 1
"36910" 36910 1 1
"36911" 36911 1 1
"36912" 36912 1 1
"36913" 36913 1 1
"36914" 36914 1 1
"36915" 36915 2 2
"36916" 36916 1 1
"36917" 36917 7 7
"36918" 36918 7 7
"36919" 36919 2 2
"36920" 36920 1 1
"36921" 36921 1 1
"36922" 36922 2 2
"36923" 36923 1 1
"36924" 36924 1 1
"36925" 36925 7 7
"36926" 36926 1 1
"36927" 36927 4 4
"36928" 36928 1 1
"36929" 36929 2 2
"36930" 36930 7 7
"36931" 36931 2 2
"36932" 36932 1 1
"36933" 36933 7 7
"36934" 36934 1 1
"36935" 36935 1 1
"36936" 36936 1 1
"36937" 36937 1 1
"36938" 36938 2 2
"36939" 36939 1 1
"36940" 36940 7 7
"36941" 36941 2 2
"36942" 36942 1 1
"36943" 36943 1 1
"36944" 36944 1 1
"36945" 36945 5 5
"36946" 36946 6 6
"36947" 36947 2 2
"36948" 36948 2 2
"36949" 36949 6 6
"36950" 36950 7 7
"36951" 36951 2 2
"36952" 36952 1 1
"36953" 36953 1 1
"36954" 36954 1 1
"36955" 36955 2 2
"36956" 36956 1 1
"36957" 36957 1 1
"36958" 36958 2 2
"36959" 36959 1 1
"36960" 36960 1 1
"36961" 36961 7 7
"36962" 36962 7 7
"36963" 36963 7 7
"36964" 36964 1 1
"36965" 36965 1 1
"36966" 36966 7 7
"36967" 36967 1 1
"36968" 36968 1 1
"36969" 36969 1 1
"36970" 36970 1 1
"36971" 36971 1 1
"36972" 36972 7 7
"36973" 36973 2 2
"36974" 36974 2 2
"36975" 36975 7 7
"36976" 36976 2 2
"36977" 36977 2 2
"36978" 36978 7 7
"36979" 36979 7 7
"36980" 36980 1 1
"36981" 36981 1 1
"36982" 36982 1 1
"36983" 36983 1 1
"36984" 36984 7 7
"36985" 36985 6 6
"36986" 36986 6 6
"36987" 36987 1 1
"36988" 36988 1 1
"36989" 36989 7 7
"36990" 36990 1 1
"36991" 36991 2 2
"36992" 36992 7 7
"36993" 36993 2 2
"36994" 36994 7 7
"36995" 36995 7 7
"36996" 36996 1 1
"36997" 36997 6 6
"36998" 36998 1 1
"36999" 36999 2 2
"37000" 37000 7 7
"37001" 37001 7 7
"37002" 37002 2 2
"37003" 37003 1 1
"37004" 37004 1 1
"37005" 37005 1 1
"37006" 37006 7 7
"37007" 37007 3 3
"37008" 37008 2 2
"37009" 37009 1 1
"37010" 37010 1 1
"37011" 37011 1 1
"37012" 37012 1 1
"37013" 37013 1 1
"37014" 37014 1 1
"37015" 37015 1 1
"37016" 37016 6 6
"37017" 37017 1 1
"37018" 37018 2 2
"37019" 37019 1 1
"37020" 37020 1 1
"37021" 37021 6 6
"37022" 37022 1 1
"37023" 37023 1 1
"37024" 37024 7 7
"37025" 37025 1 1
"37026" 37026 5 5
"37027" 37027 7 7
"37028" 37028 1 1
"37029" 37029 7 7
"37030" 37030 6 6
"37031" 37031 2 2
"37032" 37032 1 1
"37033" 37033 1 1
"37034" 37034 1 1
"37035" 37035 7 7
"37036" 37036 7 7
"37037" 37037 2 2
"37038" 37038 1 1
"37039" 37039 1 1
"37040" 37040 7 7
"37041" 37041 1 1
"37042" 37042 5 5
"37043" 37043 1 1
"37044" 37044 1 1
"37045" 37045 6 6
"37046" 37046 2 2
"37047" 37047 1 1
"37048" 37048 7 7
"37049" 37049 2 2
"37050" 37050 1 1
"37051" 37051 5 5
"37052" 37052 6 6
"37053" 37053 7 7
"37054" 37054 1 1
"37055" 37055 1 1
"37056" 37056 1 1
"37057" 37057 1 1
"37058" 37058 7 7
"37059" 37059 1 1
"37060" 37060 1 1
"37061" 37061 1 1
"37062" 37062 2 2
"37063" 37063 2 2
"37064" 37064 1 1
"37065" 37065 6 6
"37066" 37066 1 1
"37067" 37067 7 7
"37068" 37068 1 1
"37069" 37069 1 1
"37070" 37070 1 1
"37071" 37071 1 1
"37072" 37072 1 1
"37073" 37073 1 1
"37074" 37074 7 7
"37075" 37075 1 1
"37076" 37076 1 1
"37077" 37077 7 7
"37078" 37078 1 1
"37079" 37079 1 1
"37080" 37080 2 2
"37081" 37081 1 1
"37082" 37082 1 1
"37083" 37083 7 7
"37084" 37084 1 1
"37085" 37085 1 1
"37086" 37086 1 1
"37087" 37087 7 7
"37088" 37088 1 1
"37089" 37089 2 2
"37090" 37090 1 1
"37091" 37091 1 1
"37092" 37092 7 7
"37093" 37093 5 5
"37094" 37094 7 7
"37095" 37095 1 1
"37096" 37096 2 2
"37097" 37097 2 2
"37098" 37098 2 2
"37099" 37099 5 5
"37100" 37100 1 1
"37101" 37101 1 1
"37102" 37102 1 1
"37103" 37103 1 1
"37104" 37104 1 1
"37105" 37105 1 1
"37106" 37106 7 7
"37107" 37107 1 1
"37108" 37108 5 5
"37109" 37109 2 2
"37110" 37110 1 1
"37111" 37111 1 1
"37112" 37112 6 6
"37113" 37113 1 1
"37114" 37114 1 1
"37115" 37115 1 1
"37116" 37116 1 1
"37117" 37117 6 6
"37118" 37118 1 1
"37119" 37119 1 1
"37120" 37120 2 2
"37121" 37121 2 2
"37122" 37122 1 1
"37123" 37123 7 7
"37124" 37124 7 7
"37125" 37125 1 1
"37126" 37126 1 1
"37127" 37127 1 1
"37128" 37128 1 1
"37129" 37129 7 7
"37130" 37130 1 1
"37131" 37131 2 2
"37132" 37132 1 1
"37133" 37133 5 5
"37134" 37134 1 1
"37135" 37135 1 1
"37136" 37136 3 3
"37137" 37137 1 1
"37138" 37138 1 1
"37139" 37139 1 1
"37140" 37140 1 1
"37141" 37141 7 7
"37142" 37142 1 1
"37143" 37143 1 1
"37144" 37144 1 1
"37145" 37145 1 1
"37146" 37146 1 1
"37147" 37147 6 6
"37148" 37148 2 2
"37149" 37149 7 7
"37150" 37150 2 2
"37151" 37151 1 1
"37152" 37152 2 2
"37153" 37153 5 5
"37154" 37154 2 2
"37155" 37155 1 1
"37156" 37156 1 1
"37157" 37157 1 1
"37158" 37158 7 7
"37159" 37159 1 1
"37160" 37160 1 1
"37161" 37161 1 1
"37162" 37162 7 7
"37163" 37163 1 1
"37164" 37164 1 1
"37165" 37165 1 1
"37166" 37166 1 1
"37167" 37167 1 1
"37168" 37168 2 2
"37169" 37169 1 1
"37170" 37170 1 1
"37171" 37171 4 4
"37172" 37172 1 1
"37173" 37173 7 7
"37174" 37174 1 1
"37175" 37175 1 1
"37176" 37176 1 1
"37177" 37177 1 1
"37178" 37178 1 1
"37179" 37179 1 1
"37180" 37180 1 1
"37181" 37181 2 2
"37182" 37182 7 7
"37183" 37183 1 1
"37184" 37184 6 6
"37185" 37185 1 1
"37186" 37186 1 1
"37187" 37187 6 6
"37188" 37188 1 1
"37189" 37189 1 1
"37190" 37190 2 2
"37191" 37191 1 1
"37192" 37192 1 1
"37193" 37193 1 1
"37194" 37194 1 1
"37195" 37195 3 3
"37196" 37196 1 1
"37197" 37197 1 1
"37198" 37198 5 5
"37199" 37199 5 5
"37200" 37200 1 1
"37201" 37201 5 5
"37202" 37202 1 1
"37203" 37203 1 1
"37204" 37204 1 1
"37205" 37205 7 7
"37206" 37206 2 2
"37207" 37207 2 2
"37208" 37208 6 6
"37209" 37209 3 3
"37210" 37210 1 1
"37211" 37211 1 1
"37212" 37212 1 1
"37213" 37213 7 7
"37214" 37214 2 2
"37215" 37215 2 2
"37216" 37216 7 7
"37217" 37217 1 1
"37218" 37218 1 1
"37219" 37219 6 6
"37220" 37220 1 1
