"NSDUH_data.ID" "NSDUH_data.NEWRACE" "NSDUH_data.NEWRACE2"
"16044" 16044 1 1
"16045" 16045 1 1
"16046" 16046 1 1
"16047" 16047 7 7
"16048" 16048 2 2
"16049" 16049 1 1
"16050" 16050 2 2
"16051" 16051 1 1
"16052" 16052 1 1
"16053" 16053 6 6
"16054" 16054 1 1
"16055" 16055 1 1
"16056" 16056 1 1
"16057" 16057 1 1
"16058" 16058 1 1
"16059" 16059 1 1
"16060" 16060 1 1
"16061" 16061 7 7
"16062" 16062 7 7
"16063" 16063 1 1
"16064" 16064 7 7
"16065" 16065 7 7
"16066" 16066 7 7
"16067" 16067 1 1
"16068" 16068 7 7
"16069" 16069 2 2
"16070" 16070 1 1
"16071" 16071 1 1
"16072" 16072 2 2
"16073" 16073 1 1
"16074" 16074 1 1
"16075" 16075 1 1
"16076" 16076 2 2
"16077" 16077 1 1
"16078" 16078 1 1
"16079" 16079 1 1
"16080" 16080 2 2
"16081" 16081 5 5
"16082" 16082 1 1
"16083" 16083 1 1
"16084" 16084 1 1
"16085" 16085 7 7
"16086" 16086 5 5
"16087" 16087 1 1
"16088" 16088 7 7
"16089" 16089 5 5
"16090" 16090 5 5
"16091" 16091 1 1
"16092" 16092 1 1
"16093" 16093 1 1
"16094" 16094 1 1
"16095" 16095 3 3
"16096" 16096 1 1
"16097" 16097 1 1
"16098" 16098 1 1
"16099" 16099 1 1
"16100" 16100 1 1
"16101" 16101 5 5
"16102" 16102 7 7
"16103" 16103 7 7
"16104" 16104 1 1
"16105" 16105 1 1
"16106" 16106 3 3
"16107" 16107 1 1
"16108" 16108 6 6
"16109" 16109 1 1
"16110" 16110 2 2
"16111" 16111 1 1
"16112" 16112 2 2
"16113" 16113 1 1
"16114" 16114 7 7
"16115" 16115 1 1
"16116" 16116 7 7
"16117" 16117 2 2
"16118" 16118 7 7
"16119" 16119 7 7
"16120" 16120 1 1
"16121" 16121 6 6
"16122" 16122 1 1
"16123" 16123 1 1
"16124" 16124 2 2
"16125" 16125 2 2
"16126" 16126 7 7
"16127" 16127 1 1
"16128" 16128 1 1
"16129" 16129 1 1
"16130" 16130 6 6
"16131" 16131 1 1
"16132" 16132 7 7
"16133" 16133 7 7
"16134" 16134 7 7
"16135" 16135 1 1
"16136" 16136 7 7
"16137" 16137 1 1
"16138" 16138 2 2
"16139" 16139 7 7
"16140" 16140 2 2
"16141" 16141 1 1
"16142" 16142 2 2
"16143" 16143 1 1
"16144" 16144 1 1
"16145" 16145 1 1
"16146" 16146 6 6
"16147" 16147 1 1
"16148" 16148 1 1
"16149" 16149 2 2
"16150" 16150 1 1
"16151" 16151 1 1
"16152" 16152 7 7
"16153" 16153 2 2
"16154" 16154 1 1
"16155" 16155 7 7
"16156" 16156 7 7
"16157" 16157 7 7
"16158" 16158 5 5
"16159" 16159 6 6
"16160" 16160 2 2
"16161" 16161 1 1
"16162" 16162 5 5
"16163" 16163 2 2
"16164" 16164 1 1
"16165" 16165 1 1
"16166" 16166 1 1
"16167" 16167 1 1
"16168" 16168 1 1
"16169" 16169 1 1
"16170" 16170 1 1
"16171" 16171 7 7
"16172" 16172 7 7
"16173" 16173 5 5
"16174" 16174 7 7
"16175" 16175 7 7
"16176" 16176 1 1
"16177" 16177 1 1
"16178" 16178 1 1
"16179" 16179 1 1
"16180" 16180 1 1
"16181" 16181 1 1
"16182" 16182 7 7
"16183" 16183 7 7
"16184" 16184 1 1
"16185" 16185 5 5
"16186" 16186 1 1
"16187" 16187 6 6
"16188" 16188 7 7
"16189" 16189 1 1
"16190" 16190 7 7
"16191" 16191 1 1
"16192" 16192 1 1
"16193" 16193 5 5
"16194" 16194 7 7
"16195" 16195 1 1
"16196" 16196 1 1
"16197" 16197 1 1
"16198" 16198 7 7
"16199" 16199 1 1
"16200" 16200 6 6
"16201" 16201 1 1
"16202" 16202 7 7
"16203" 16203 1 1
"16204" 16204 1 1
"16205" 16205 1 1
"16206" 16206 1 1
"16207" 16207 1 1
"16208" 16208 1 1
"16209" 16209 2 2
"16210" 16210 7 7
"16211" 16211 5 5
"16212" 16212 1 1
"16213" 16213 5 5
"16214" 16214 5 5
"16215" 16215 7 7
"16216" 16216 6 6
"16217" 16217 1 1
"16218" 16218 7 7
"16219" 16219 1 1
"16220" 16220 4 4
"16221" 16221 1 1
"16222" 16222 1 1
"16223" 16223 1 1
"16224" 16224 6 6
"16225" 16225 2 2
"16226" 16226 1 1
"16227" 16227 1 1
"16228" 16228 2 2
"16229" 16229 1 1
"16230" 16230 1 1
"16231" 16231 1 1
"16232" 16232 1 1
"16233" 16233 7 7
"16234" 16234 1 1
"16235" 16235 1 1
"16236" 16236 1 1
"16237" 16237 1 1
"16238" 16238 6 6
"16239" 16239 1 1
"16240" 16240 7 7
"16241" 16241 1 1
"16242" 16242 7 7
"16243" 16243 7 7
"16244" 16244 1 1
"16245" 16245 7 7
"16246" 16246 1 1
"16247" 16247 1 1
"16248" 16248 1 1
"16249" 16249 1 1
"16250" 16250 7 7
"16251" 16251 1 1
"16252" 16252 7 7
"16253" 16253 1 1
"16254" 16254 1 1
"16255" 16255 1 1
"16256" 16256 1 1
"16257" 16257 1 1
"16258" 16258 1 1
"16259" 16259 1 1
"16260" 16260 1 1
"16261" 16261 1 1
"16262" 16262 5 5
"16263" 16263 1 1
"16264" 16264 7 7
"16265" 16265 2 2
"16266" 16266 1 1
"16267" 16267 1 1
"16268" 16268 1 1
"16269" 16269 7 7
"16270" 16270 2 2
"16271" 16271 1 1
"16272" 16272 5 5
"16273" 16273 7 7
"16274" 16274 1 1
"16275" 16275 1 1
"16276" 16276 4 4
"16277" 16277 1 1
"16278" 16278 2 2
"16279" 16279 2 2
"16280" 16280 1 1
"16281" 16281 1 1
"16282" 16282 1 1
"16283" 16283 1 1
"16284" 16284 2 2
"16285" 16285 1 1
"16286" 16286 6 6
"16287" 16287 7 7
"16288" 16288 1 1
"16289" 16289 1 1
"16290" 16290 1 1
"16291" 16291 7 7
"16292" 16292 1 1
"16293" 16293 1 1
"16294" 16294 2 2
"16295" 16295 2 2
"16296" 16296 1 1
"16297" 16297 1 1
"16298" 16298 1 1
"16299" 16299 5 5
"16300" 16300 1 1
"16301" 16301 1 1
"16302" 16302 1 1
"16303" 16303 7 7
"16304" 16304 1 1
"16305" 16305 6 6
"16306" 16306 2 2
"16307" 16307 7 7
"16308" 16308 2 2
"16309" 16309 1 1
"16310" 16310 7 7
"16311" 16311 1 1
"16312" 16312 1 1
"16313" 16313 7 7
"16314" 16314 1 1
"16315" 16315 2 2
"16316" 16316 7 7
"16317" 16317 7 7
"16318" 16318 7 7
"16319" 16319 7 7
"16320" 16320 1 1
"16321" 16321 7 7
"16322" 16322 1 1
"16323" 16323 5 5
"16324" 16324 1 1
"16325" 16325 7 7
"16326" 16326 1 1
"16327" 16327 2 2
"16328" 16328 7 7
"16329" 16329 2 2
"16330" 16330 1 1
"16331" 16331 1 1
"16332" 16332 2 2
"16333" 16333 1 1
"16334" 16334 1 1
"16335" 16335 1 1
"16336" 16336 1 1
"16337" 16337 1 1
"16338" 16338 7 7
"16339" 16339 1 1
"16340" 16340 1 1
"16341" 16341 1 1
"16342" 16342 1 1
"16343" 16343 1 1
"16344" 16344 7 7
"16345" 16345 7 7
"16346" 16346 1 1
"16347" 16347 5 5
"16348" 16348 2 2
"16349" 16349 2 2
"16350" 16350 1 1
"16351" 16351 2 2
"16352" 16352 1 1
"16353" 16353 2 2
"16354" 16354 2 2
"16355" 16355 1 1
"16356" 16356 5 5
"16357" 16357 7 7
"16358" 16358 1 1
"16359" 16359 1 1
"16360" 16360 1 1
"16361" 16361 7 7
"16362" 16362 5 5
"16363" 16363 5 5
"16364" 16364 2 2
"16365" 16365 1 1
"16366" 16366 2 2
"16367" 16367 1 1
"16368" 16368 1 1
"16369" 16369 1 1
"16370" 16370 1 1
"16371" 16371 1 1
"16372" 16372 1 1
"16373" 16373 1 1
"16374" 16374 5 5
"16375" 16375 1 1
"16376" 16376 1 1
"16377" 16377 1 1
"16378" 16378 7 7
"16379" 16379 1 1
"16380" 16380 2 2
"16381" 16381 2 2
"16382" 16382 2 2
"16383" 16383 7 7
"16384" 16384 1 1
"16385" 16385 7 7
"16386" 16386 7 7
"16387" 16387 7 7
"16388" 16388 6 6
"16389" 16389 7 7
"16390" 16390 1 1
"16391" 16391 1 1
"16392" 16392 7 7
"16393" 16393 1 1
"16394" 16394 1 1
"16395" 16395 1 1
"16396" 16396 7 7
"16397" 16397 1 1
"16398" 16398 2 2
"16399" 16399 1 1
"16400" 16400 1 1
"16401" 16401 7 7
"16402" 16402 1 1
"16403" 16403 1 1
"16404" 16404 1 1
"16405" 16405 7 7
"16406" 16406 1 1
"16407" 16407 1 1
"16408" 16408 1 1
"16409" 16409 1 1
"16410" 16410 6 6
"16411" 16411 1 1
"16412" 16412 7 7
"16413" 16413 1 1
"16414" 16414 1 1
"16415" 16415 2 2
"16416" 16416 5 5
"16417" 16417 7 7
"16418" 16418 1 1
"16419" 16419 1 1
"16420" 16420 7 7
"16421" 16421 1 1
"16422" 16422 1 1
"16423" 16423 2 2
"16424" 16424 1 1
"16425" 16425 7 7
"16426" 16426 1 1
"16427" 16427 7 7
"16428" 16428 7 7
"16429" 16429 1 1
"16430" 16430 7 7
"16431" 16431 1 1
"16432" 16432 1 1
"16433" 16433 1 1
"16434" 16434 1 1
"16435" 16435 1 1
"16436" 16436 1 1
"16437" 16437 1 1
"16438" 16438 1 1
"16439" 16439 2 2
"16440" 16440 2 2
"16441" 16441 2 2
"16442" 16442 1 1
"16443" 16443 7 7
"16444" 16444 7 7
"16445" 16445 1 1
"16446" 16446 7 7
"16447" 16447 1 1
"16448" 16448 7 7
"16449" 16449 1 1
"16450" 16450 1 1
"16451" 16451 1 1
"16452" 16452 1 1
"16453" 16453 1 1
"16454" 16454 2 2
"16455" 16455 7 7
"16456" 16456 1 1
"16457" 16457 7 7
"16458" 16458 1 1
"16459" 16459 1 1
"16460" 16460 7 7
"16461" 16461 1 1
"16462" 16462 6 6
"16463" 16463 2 2
"16464" 16464 1 1
"16465" 16465 2 2
"16466" 16466 1 1
"16467" 16467 7 7
"16468" 16468 5 5
"16469" 16469 7 7
"16470" 16470 1 1
"16471" 16471 1 1
"16472" 16472 5 5
"16473" 16473 1 1
"16474" 16474 6 6
"16475" 16475 3 3
"16476" 16476 2 2
"16477" 16477 1 1
"16478" 16478 2 2
"16479" 16479 1 1
"16480" 16480 1 1
"16481" 16481 7 7
"16482" 16482 7 7
"16483" 16483 7 7
"16484" 16484 7 7
"16485" 16485 7 7
"16486" 16486 7 7
"16487" 16487 6 6
"16488" 16488 1 1
"16489" 16489 2 2
"16490" 16490 7 7
"16491" 16491 1 1
"16492" 16492 1 1
"16493" 16493 3 3
"16494" 16494 1 1
"16495" 16495 1 1
"16496" 16496 1 1
"16497" 16497 7 7
"16498" 16498 1 1
"16499" 16499 1 1
"16500" 16500 1 1
"16501" 16501 1 1
"16502" 16502 6 6
"16503" 16503 7 7
"16504" 16504 7 7
"16505" 16505 1 1
"16506" 16506 7 7
"16507" 16507 1 1
"16508" 16508 1 1
"16509" 16509 7 7
"16510" 16510 5 5
"16511" 16511 2 2
"16512" 16512 1 1
"16513" 16513 2 2
"16514" 16514 7 7
"16515" 16515 1 1
"16516" 16516 2 2
"16517" 16517 3 3
"16518" 16518 1 1
"16519" 16519 3 3
"16520" 16520 1 1
"16521" 16521 1 1
"16522" 16522 1 1
"16523" 16523 1 1
"16524" 16524 1 1
"16525" 16525 7 7
"16526" 16526 4 4
"16527" 16527 1 1
"16528" 16528 2 2
"16529" 16529 5 5
"16530" 16530 1 1
"16531" 16531 7 7
"16532" 16532 1 1
"16533" 16533 1 1
"16534" 16534 7 7
"16535" 16535 1 1
"16536" 16536 1 1
"16537" 16537 1 1
"16538" 16538 1 1
"16539" 16539 1 1
"16540" 16540 7 7
"16541" 16541 7 7
"16542" 16542 1 1
"16543" 16543 1 1
"16544" 16544 7 7
"16545" 16545 1 1
"16546" 16546 7 7
"16547" 16547 1 1
"16548" 16548 2 2
"16549" 16549 1 1
"16550" 16550 1 1
"16551" 16551 2 2
"16552" 16552 1 1
"16553" 16553 1 1
"16554" 16554 2 2
"16555" 16555 1 1
"16556" 16556 1 1
"16557" 16557 1 1
"16558" 16558 7 7
"16559" 16559 1 1
"16560" 16560 7 7
"16561" 16561 1 1
"16562" 16562 1 1
"16563" 16563 3 3
"16564" 16564 7 7
"16565" 16565 1 1
"16566" 16566 2 2
"16567" 16567 2 2
"16568" 16568 1 1
"16569" 16569 2 2
"16570" 16570 7 7
"16571" 16571 7 7
"16572" 16572 5 5
"16573" 16573 7 7
"16574" 16574 7 7
"16575" 16575 1 1
"16576" 16576 1 1
"16577" 16577 1 1
"16578" 16578 7 7
"16579" 16579 1 1
"16580" 16580 1 1
"16581" 16581 1 1
"16582" 16582 1 1
"16583" 16583 2 2
"16584" 16584 7 7
"16585" 16585 1 1
"16586" 16586 1 1
"16587" 16587 1 1
"16588" 16588 7 7
"16589" 16589 1 1
"16590" 16590 1 1
"16591" 16591 1 1
"16592" 16592 1 1
"16593" 16593 7 7
"16594" 16594 2 2
"16595" 16595 7 7
"16596" 16596 1 1
"16597" 16597 1 1
"16598" 16598 1 1
"16599" 16599 7 7
"16600" 16600 7 7
"16601" 16601 1 1
"16602" 16602 7 7
"16603" 16603 1 1
"16604" 16604 5 5
"16605" 16605 1 1
"16606" 16606 2 2
"16607" 16607 1 1
"16608" 16608 1 1
"16609" 16609 1 1
"16610" 16610 1 1
"16611" 16611 1 1
"16612" 16612 2 2
"16613" 16613 1 1
"16614" 16614 1 1
"16615" 16615 1 1
"16616" 16616 5 5
"16617" 16617 7 7
"16618" 16618 1 1
"16619" 16619 6 6
"16620" 16620 1 1
"16621" 16621 1 1
"16622" 16622 1 1
"16623" 16623 7 7
"16624" 16624 1 1
"16625" 16625 6 6
"16626" 16626 1 1
"16627" 16627 1 1
"16628" 16628 1 1
"16629" 16629 2 2
"16630" 16630 1 1
"16631" 16631 1 1
"16632" 16632 1 1
"16633" 16633 1 1
"16634" 16634 7 7
"16635" 16635 2 2
"16636" 16636 1 1
"16637" 16637 7 7
"16638" 16638 1 1
"16639" 16639 2 2
"16640" 16640 1 1
"16641" 16641 1 1
"16642" 16642 1 1
"16643" 16643 7 7
"16644" 16644 7 7
"16645" 16645 1 1
"16646" 16646 2 2
"16647" 16647 2 2
"16648" 16648 1 1
"16649" 16649 1 1
"16650" 16650 1 1
"16651" 16651 1 1
"16652" 16652 7 7
"16653" 16653 7 7
"16654" 16654 1 1
"16655" 16655 7 7
"16656" 16656 1 1
"16657" 16657 7 7
"16658" 16658 1 1
"16659" 16659 5 5
"16660" 16660 7 7
"16661" 16661 2 2
"16662" 16662 6 6
"16663" 16663 2 2
"16664" 16664 7 7
"16665" 16665 1 1
"16666" 16666 5 5
"16667" 16667 1 1
"16668" 16668 7 7
"16669" 16669 1 1
"16670" 16670 2 2
"16671" 16671 2 2
"16672" 16672 1 1
"16673" 16673 1 1
"16674" 16674 1 1
"16675" 16675 2 2
"16676" 16676 1 1
"16677" 16677 7 7
"16678" 16678 1 1
"16679" 16679 7 7
"16680" 16680 7 7
"16681" 16681 1 1
"16682" 16682 1 1
"16683" 16683 1 1
"16684" 16684 2 2
"16685" 16685 1 1
"16686" 16686 1 1
"16687" 16687 2 2
"16688" 16688 1 1
"16689" 16689 1 1
"16690" 16690 1 1
"16691" 16691 1 1
"16692" 16692 2 2
"16693" 16693 1 1
"16694" 16694 7 7
"16695" 16695 1 1
"16696" 16696 6 6
"16697" 16697 1 1
"16698" 16698 1 1
"16699" 16699 1 1
"16700" 16700 1 1
"16701" 16701 1 1
"16702" 16702 1 1
"16703" 16703 6 6
"16704" 16704 1 1
"16705" 16705 1 1
"16706" 16706 7 7
"16707" 16707 7 7
"16708" 16708 7 7
"16709" 16709 1 1
"16710" 16710 1 1
"16711" 16711 1 1
"16712" 16712 7 7
"16713" 16713 1 1
"16714" 16714 5 5
"16715" 16715 7 7
"16716" 16716 7 7
"16717" 16717 2 2
"16718" 16718 1 1
"16719" 16719 7 7
"16720" 16720 2 2
"16721" 16721 7 7
"16722" 16722 1 1
"16723" 16723 1 1
"16724" 16724 7 7
"16725" 16725 1 1
"16726" 16726 7 7
"16727" 16727 1 1
"16728" 16728 2 2
"16729" 16729 1 1
"16730" 16730 7 7
"16731" 16731 1 1
"16732" 16732 1 1
"16733" 16733 7 7
"16734" 16734 1 1
"16735" 16735 7 7
"16736" 16736 7 7
"16737" 16737 6 6
"16738" 16738 2 2
"16739" 16739 1 1
"16740" 16740 7 7
"16741" 16741 1 1
"16742" 16742 5 5
"16743" 16743 1 1
"16744" 16744 1 1
"16745" 16745 1 1
"16746" 16746 2 2
"16747" 16747 1 1
"16748" 16748 1 1
"16749" 16749 2 2
"16750" 16750 5 5
"16751" 16751 1 1
"16752" 16752 2 2
"16753" 16753 1 1
"16754" 16754 1 1
"16755" 16755 2 2
"16756" 16756 5 5
"16757" 16757 1 1
"16758" 16758 5 5
"16759" 16759 1 1
"16760" 16760 1 1
"16761" 16761 1 1
"16762" 16762 1 1
"16763" 16763 6 6
"16764" 16764 7 7
"16765" 16765 7 7
"16766" 16766 5 5
"16767" 16767 1 1
"16768" 16768 1 1
"16769" 16769 7 7
"16770" 16770 2 2
"16771" 16771 1 1
"16772" 16772 1 1
"16773" 16773 1 1
"16774" 16774 1 1
"16775" 16775 2 2
"16776" 16776 7 7
"16777" 16777 1 1
"16778" 16778 1 1
"16779" 16779 1 1
"16780" 16780 1 1
"16781" 16781 1 1
"16782" 16782 7 7
"16783" 16783 1 1
"16784" 16784 6 6
"16785" 16785 2 2
"16786" 16786 1 1
"16787" 16787 1 1
"16788" 16788 1 1
"16789" 16789 7 7
"16790" 16790 1 1
"16791" 16791 1 1
"16792" 16792 1 1
"16793" 16793 3 3
"16794" 16794 7 7
"16795" 16795 7 7
"16796" 16796 7 7
"16797" 16797 2 2
"16798" 16798 7 7
"16799" 16799 7 7
"16800" 16800 1 1
"16801" 16801 1 1
"16802" 16802 1 1
"16803" 16803 1 1
"16804" 16804 1 1
"16805" 16805 7 7
"16806" 16806 1 1
"16807" 16807 1 1
"16808" 16808 1 1
"16809" 16809 1 1
"16810" 16810 2 2
"16811" 16811 1 1
"16812" 16812 1 1
"16813" 16813 1 1
"16814" 16814 7 7
"16815" 16815 1 1
"16816" 16816 1 1
"16817" 16817 1 1
"16818" 16818 7 7
"16819" 16819 1 1
"16820" 16820 1 1
"16821" 16821 2 2
"16822" 16822 1 1
"16823" 16823 1 1
"16824" 16824 1 1
"16825" 16825 2 2
"16826" 16826 7 7
"16827" 16827 1 1
"16828" 16828 6 6
"16829" 16829 2 2
"16830" 16830 1 1
"16831" 16831 7 7
"16832" 16832 1 1
"16833" 16833 7 7
"16834" 16834 2 2
"16835" 16835 7 7
"16836" 16836 5 5
"16837" 16837 5 5
"16838" 16838 3 3
"16839" 16839 7 7
"16840" 16840 1 1
"16841" 16841 1 1
"16842" 16842 1 1
"16843" 16843 6 6
"16844" 16844 1 1
"16845" 16845 1 1
"16846" 16846 1 1
"16847" 16847 7 7
"16848" 16848 1 1
"16849" 16849 6 6
"16850" 16850 5 5
"16851" 16851 1 1
"16852" 16852 1 1
"16853" 16853 1 1
"16854" 16854 1 1
"16855" 16855 1 1
"16856" 16856 1 1
"16857" 16857 1 1
"16858" 16858 1 1
"16859" 16859 1 1
"16860" 16860 1 1
"16861" 16861 1 1
"16862" 16862 1 1
"16863" 16863 1 1
"16864" 16864 1 1
"16865" 16865 1 1
"16866" 16866 1 1
"16867" 16867 6 6
"16868" 16868 1 1
"16869" 16869 1 1
"16870" 16870 7 7
"16871" 16871 2 2
"16872" 16872 4 4
"16873" 16873 1 1
"16874" 16874 1 1
"16875" 16875 2 2
"16876" 16876 7 7
"16877" 16877 7 7
"16878" 16878 1 1
"16879" 16879 1 1
"16880" 16880 1 1
"16881" 16881 1 1
"16882" 16882 1 1
"16883" 16883 7 7
"16884" 16884 1 1
"16885" 16885 1 1
"16886" 16886 2 2
"16887" 16887 1 1
"16888" 16888 1 1
"16889" 16889 7 7
"16890" 16890 1 1
"16891" 16891 1 1
"16892" 16892 7 7
"16893" 16893 5 5
"16894" 16894 7 7
"16895" 16895 1 1
"16896" 16896 2 2
"16897" 16897 1 1
"16898" 16898 1 1
"16899" 16899 5 5
"16900" 16900 1 1
"16901" 16901 1 1
"16902" 16902 7 7
"16903" 16903 5 5
"16904" 16904 7 7
"16905" 16905 7 7
"16906" 16906 1 1
"16907" 16907 1 1
"16908" 16908 7 7
"16909" 16909 1 1
"16910" 16910 1 1
"16911" 16911 7 7
"16912" 16912 7 7
"16913" 16913 2 2
"16914" 16914 2 2
"16915" 16915 1 1
"16916" 16916 2 2
"16917" 16917 1 1
"16918" 16918 1 1
"16919" 16919 1 1
"16920" 16920 7 7
"16921" 16921 7 7
"16922" 16922 2 2
"16923" 16923 1 1
"16924" 16924 1 1
"16925" 16925 1 1
"16926" 16926 6 6
"16927" 16927 7 7
"16928" 16928 1 1
"16929" 16929 2 2
"16930" 16930 1 1
"16931" 16931 1 1
"16932" 16932 7 7
"16933" 16933 1 1
"16934" 16934 1 1
"16935" 16935 1 1
"16936" 16936 1 1
"16937" 16937 1 1
"16938" 16938 1 1
"16939" 16939 7 7
"16940" 16940 1 1
"16941" 16941 5 5
"16942" 16942 5 5
"16943" 16943 2 2
"16944" 16944 1 1
"16945" 16945 1 1
"16946" 16946 1 1
"16947" 16947 7 7
"16948" 16948 2 2
"16949" 16949 2 2
"16950" 16950 1 1
"16951" 16951 1 1
"16952" 16952 7 7
"16953" 16953 6 6
"16954" 16954 7 7
"16955" 16955 1 1
"16956" 16956 1 1
"16957" 16957 1 1
"16958" 16958 7 7
"16959" 16959 5 5
"16960" 16960 7 7
"16961" 16961 1 1
"16962" 16962 2 2
"16963" 16963 1 1
"16964" 16964 5 5
"16965" 16965 2 2
"16966" 16966 2 2
"16967" 16967 6 6
"16968" 16968 1 1
"16969" 16969 2 2
"16970" 16970 1 1
"16971" 16971 7 7
"16972" 16972 1 1
"16973" 16973 1 1
"16974" 16974 2 2
"16975" 16975 1 1
"16976" 16976 7 7
"16977" 16977 1 1
"16978" 16978 6 6
"16979" 16979 6 6
"16980" 16980 5 5
"16981" 16981 1 1
"16982" 16982 1 1
"16983" 16983 1 1
"16984" 16984 1 1
"16985" 16985 1 1
"16986" 16986 1 1
"16987" 16987 2 2
"16988" 16988 2 2
"16989" 16989 7 7
"16990" 16990 1 1
"16991" 16991 2 2
"16992" 16992 5 5
"16993" 16993 7 7
"16994" 16994 2 2
"16995" 16995 1 1
"16996" 16996 1 1
"16997" 16997 1 1
"16998" 16998 1 1
"16999" 16999 7 7
"17000" 17000 1 1
"17001" 17001 1 1
"17002" 17002 1 1
"17003" 17003 1 1
"17004" 17004 1 1
"17005" 17005 1 1
"17006" 17006 7 7
"17007" 17007 1 1
"17008" 17008 1 1
"17009" 17009 1 1
"17010" 17010 1 1
"17011" 17011 7 7
"17012" 17012 6 6
"17013" 17013 1 1
"17014" 17014 1 1
"17015" 17015 2 2
"17016" 17016 1 1
"17017" 17017 1 1
"17018" 17018 2 2
"17019" 17019 2 2
"17020" 17020 7 7
"17021" 17021 1 1
"17022" 17022 1 1
"17023" 17023 1 1
"17024" 17024 7 7
"17025" 17025 1 1
"17026" 17026 1 1
"17027" 17027 1 1
"17028" 17028 7 7
"17029" 17029 1 1
"17030" 17030 1 1
"17031" 17031 1 1
"17032" 17032 7 7
"17033" 17033 5 5
"17034" 17034 1 1
"17035" 17035 1 1
"17036" 17036 2 2
"17037" 17037 5 5
"17038" 17038 7 7
"17039" 17039 7 7
"17040" 17040 7 7
"17041" 17041 1 1
"17042" 17042 1 1
"17043" 17043 1 1
"17044" 17044 1 1
"17045" 17045 1 1
"17046" 17046 1 1
"17047" 17047 7 7
"17048" 17048 7 7
"17049" 17049 7 7
"17050" 17050 1 1
"17051" 17051 7 7
"17052" 17052 6 6
"17053" 17053 7 7
"17054" 17054 7 7
"17055" 17055 7 7
"17056" 17056 7 7
"17057" 17057 1 1
"17058" 17058 7 7
"17059" 17059 6 6
"17060" 17060 7 7
"17061" 17061 1 1
"17062" 17062 7 7
"17063" 17063 2 2
"17064" 17064 2 2
"17065" 17065 1 1
"17066" 17066 1 1
"17067" 17067 1 1
"17068" 17068 1 1
"17069" 17069 1 1
"17070" 17070 1 1
"17071" 17071 5 5
"17072" 17072 2 2
"17073" 17073 1 1
"17074" 17074 1 1
"17075" 17075 1 1
"17076" 17076 7 7
"17077" 17077 2 2
"17078" 17078 1 1
"17079" 17079 1 1
"17080" 17080 5 5
"17081" 17081 1 1
"17082" 17082 7 7
"17083" 17083 5 5
"17084" 17084 7 7
"17085" 17085 1 1
"17086" 17086 1 1
"17087" 17087 1 1
"17088" 17088 1 1
"17089" 17089 7 7
"17090" 17090 1 1
"17091" 17091 1 1
"17092" 17092 7 7
"17093" 17093 7 7
"17094" 17094 1 1
"17095" 17095 6 6
"17096" 17096 1 1
"17097" 17097 1 1
"17098" 17098 1 1
"17099" 17099 1 1
"17100" 17100 1 1
"17101" 17101 7 7
"17102" 17102 1 1
"17103" 17103 5 5
"17104" 17104 1 1
"17105" 17105 1 1
"17106" 17106 7 7
"17107" 17107 1 1
"17108" 17108 1 1
"17109" 17109 7 7
"17110" 17110 1 1
"17111" 17111 1 1
"17112" 17112 1 1
"17113" 17113 5 5
"17114" 17114 1 1
"17115" 17115 1 1
"17116" 17116 7 7
"17117" 17117 1 1
"17118" 17118 1 1
"17119" 17119 7 7
"17120" 17120 5 5
"17121" 17121 1 1
"17122" 17122 1 1
"17123" 17123 5 5
"17124" 17124 1 1
"17125" 17125 1 1
"17126" 17126 1 1
"17127" 17127 6 6
"17128" 17128 1 1
"17129" 17129 1 1
"17130" 17130 7 7
"17131" 17131 5 5
"17132" 17132 1 1
"17133" 17133 1 1
"17134" 17134 1 1
"17135" 17135 7 7
"17136" 17136 1 1
"17137" 17137 7 7
"17138" 17138 2 2
"17139" 17139 1 1
"17140" 17140 1 1
"17141" 17141 1 1
"17142" 17142 1 1
"17143" 17143 1 1
"17144" 17144 1 1
"17145" 17145 1 1
"17146" 17146 7 7
"17147" 17147 7 7
"17148" 17148 7 7
"17149" 17149 1 1
"17150" 17150 1 1
"17151" 17151 1 1
"17152" 17152 5 5
"17153" 17153 7 7
"17154" 17154 1 1
"17155" 17155 6 6
"17156" 17156 7 7
"17157" 17157 1 1
"17158" 17158 7 7
"17159" 17159 1 1
"17160" 17160 1 1
"17161" 17161 1 1
"17162" 17162 5 5
"17163" 17163 5 5
"17164" 17164 1 1
"17165" 17165 1 1
"17166" 17166 1 1
"17167" 17167 1 1
"17168" 17168 1 1
"17169" 17169 7 7
"17170" 17170 7 7
"17171" 17171 1 1
"17172" 17172 1 1
"17173" 17173 2 2
"17174" 17174 1 1
"17175" 17175 1 1
"17176" 17176 2 2
"17177" 17177 3 3
"17178" 17178 3 3
"17179" 17179 1 1
"17180" 17180 1 1
"17181" 17181 1 1
"17182" 17182 5 5
"17183" 17183 1 1
"17184" 17184 1 1
"17185" 17185 1 1
"17186" 17186 7 7
"17187" 17187 2 2
"17188" 17188 1 1
"17189" 17189 1 1
"17190" 17190 1 1
"17191" 17191 7 7
"17192" 17192 1 1
"17193" 17193 7 7
"17194" 17194 2 2
"17195" 17195 1 1
"17196" 17196 3 3
"17197" 17197 1 1
"17198" 17198 2 2
"17199" 17199 1 1
"17200" 17200 1 1
"17201" 17201 1 1
"17202" 17202 7 7
"17203" 17203 1 1
"17204" 17204 1 1
"17205" 17205 1 1
